response_uuid,response_video_privacy,response_databrary,gender,languages,child_hashed_id,trial_num,questionAndResponseDuration,parentCode,question_set,question_id,age_months,trial_number,transcriber_id,response_transcript,feedback_transcript,transcriber_comments,trial_exclusion_reason,parentCode_judgedBy,coder_id,response_category
a098c14c-1a8b-416b-a155-f92a95fbca0c,private,no,f,en,RNZ535,6,35.122,different,viewing,keys,86,7,Jiayi,People could see in the dark. *pause* [What is your answer?] Because she could see in the dark.,"Uhh? [*smile*] *unclear audio* [Amelia, you have a little, or just little riddles.]",NA,include,parent,Janie,incorrect_response
a098c14c-1a8b-416b-a155-f92a95fbca0c,private,no,f,en,RNZ535,7,43.68,similar,viewing,bedroom,86,8,Jiayi,Same as the other one. [What?] The same as the other one. [I don't know. What are you trying to say?] The same as the other one. [I don't know what that means.] Because the sun was still up.,[Good!],NA,include,parent,Janie,target_solution
a098c14c-1a8b-416b-a155-f92a95fbca0c,private,no,f,en,RNZ535,8,53.118,no_answer,viewing,cow,86,9,Jiayi,"Because he would push to it. *pause* [They said he was at a distance.] Well then what you think? Tell me. [You just tell your best answer. Your best guess!] Why can't you just do it? [Amelia, because I am not the one doing the study. You just give your best guess.]  *pause* [Okay, I'll just say you didn't have an answer then.] Okay.",[*smile*],NA,include,parent,Janie,incorrect_response
3c64aa2e-d456-4257-9d68-9f76a7fcabcc,None,None,m,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70555289-0e80-4026-8bf2-eab3604dfdec,scientific,yes,m,en it,LKBKW5,0,41.801,different,container,cup,49,1,Jiayi,*try to press a button* [That just plays the question again. You want to hear the question again?] No. [Then you have to tell the answer.] *...* *whisper* [You have to say it loud so they can hear you.] *pause* *smile* She didn't know what to do.,[Mm hum. Alright. Let's try the next one.] *smile*,NA,include,parent,Jiayi,incorrect_noresponse
70555289-0e80-4026-8bf2-eab3604dfdec,scientific,yes,m,en it,LKBKW5,1,21.843,different,container,bucket,49,2,Jiayi,Because it was closed.,*no reaction*,NA,include,parent,Jiayi,alternative_solution
70555289-0e80-4026-8bf2-eab3604dfdec,scientific,yes,m,en it,LKBKW5,2,23.925,different,container,potato,49,3,Jiayi,Because they were the same weight. *looks at the adult*,*no reaction*,NA,include,parent,Jiayi,incorrect_response
70555289-0e80-4026-8bf2-eab3604dfdec,scientific,yes,m,en it,LKBKW5,3,28.718,different,gender,firefighter,49,4,Jiayi,Because they're different. [How are they different?] Because they're skin. Their skin. [Their skin is different?],*no reaction*,NA,include,parent,Cecilia,incorrect_response
70555289-0e80-4026-8bf2-eab3604dfdec,scientific,yes,m,en it,LKBKW5,4,20.917,different,gender,teacher,49,5,Jiayi,How she *unclear audio* white *unclear audio*,Oh the sister's her brother? *surprised*,NA,include,child,Cecilia,incorrect_noresponse
70555289-0e80-4026-8bf2-eab3604dfdec,scientific,yes,m,en it,LKBKW5,5,17.716,different,gender,basketball,49,6,Jiayi,Because it was falling in the wrong way.,*no reaction*,NA,include,parent,Cecilia,incorrect_response
70555289-0e80-4026-8bf2-eab3604dfdec,scientific,yes,m,en it,LKBKW5,6,32.059,similar,viewing,keys,49,7,Jiayi,"Because they were shade. [They were what?] Shade, up.",That's because shade.,NA,include,parent,Janie,incorrect_response
70555289-0e80-4026-8bf2-eab3604dfdec,scientific,yes,m,en it,LKBKW5,7,32.028,different,viewing,bedroom,49,8,Jiayi,Because she was so quick.,*no reaction*,NA,include,parent,Janie,incorrect_response
70555289-0e80-4026-8bf2-eab3604dfdec,scientific,yes,m,en it,LKBKW5,8,29.822,different,viewing,cow,49,9,Jiayi,Because the watcher's on.,"Yeah, that was right!",NA,include,child,Janie,incorrect_response
cc579de4-77d5-47ac-b730-2e78f0909358,scientific,yes,f,en,7MHKNB,0,18.074,no_answer,gender,firefighter,54,1,Jiayi,*no response*,*no reaction*,The child does not say anything throughout the trial and the adult just presses next.,skipped trial,parent,NA,NA
cc579de4-77d5-47ac-b730-2e78f0909358,scientific,yes,f,en,7MHKNB,1,41.339,different,gender,basketball,54,2,Jiayi,"Daddy, again? *replays question* [Do you know?] Um, um, I don't know, daddy.",*no reaction*,NA,include,parent,Cecilia,incorrect_noresponse
cc579de4-77d5-47ac-b730-2e78f0909358,scientific,yes,f,en,7MHKNB,2,28.631,different,gender,teacher,54,3,Jiayi,"Um, um, um, um, daddy, I still don't know.","Um, um.",NA,include,child,Cecilia,incorrect_noresponse
cc579de4-77d5-47ac-b730-2e78f0909358,scientific,yes,f,en,7MHKNB,3,21.852,different,container,bucket,54,4,Jiayi,"Um, um, I don't know, daddy.",*no reaction*,NA,include,parent,Jiayi,incorrect_noresponse
cc579de4-77d5-47ac-b730-2e78f0909358,scientific,yes,f,en,7MHKNB,4,23.033,different,container,potato,54,5,Jiayi,"Um, um, um, I don't know, Daddy.","Um, um, um.",NA,include,child,Jiayi,incorrect_noresponse
cc579de4-77d5-47ac-b730-2e78f0909358,scientific,yes,f,en,7MHKNB,5,24.061,different,container,cup,54,6,Jiayi,"Um, um, I don't still know, daddy. *pause* Daddy?","Um, um, um.",NA,include,child,Jiayi,incorrect_noresponse
cc579de4-77d5-47ac-b730-2e78f0909358,scientific,yes,f,en,7MHKNB,6,37.338,different,viewing,keys,54,7,Jiayi,"Um, um, um, um, *pause* because she cannot enter it?",Oh.,NA,include,child,Janie,incorrect_response
cc579de4-77d5-47ac-b730-2e78f0909358,scientific,yes,f,en,7MHKNB,7,76.865,different,viewing,cow,54,8,Jiayi,"Um, um,um, *pause* [Answer the question. Pay attention.] *replays question* Daddy, I still don't know.",Umm.,NA,include,child,Janie,incorrect_noresponse
cc579de4-77d5-47ac-b730-2e78f0909358,scientific,yes,f,en,7MHKNB,8,29.32,different,viewing,bedroom,54,9,Jiayi,Um. Because it was not morning? *looks at the adult*,*no reaction*,NA,include,parent,Janie,incorrect_response
1bd046ed-6ff4-4761-9d5c-57f1160882a3,private,no,m,en,2cBHE2,0,58.846,no_answer,gender,teacher,55,1,Jiayi,"Umm, mamma I don't know. [Do you want me to hit replay to hear it again?] Yeah. *replays question* Mom I still don't know. [You don't know?] Yeah. [Okay. Do you want to guess?] No I can't think of any guesses. [Okay.]",*no reaction*,NA,include,parent,Cecilia,incorrect_noresponse
1bd046ed-6ff4-4761-9d5c-57f1160882a3,private,no,m,en,2cBHE2,1,54.209,no_answer,gender,basketball,55,2,Jiayi,"[How could it be?] But I don't know the story. [Do you want me to hit replay? Do you want to hear it again?] *sigh* No. I just want to [You want to] *...* [Wylie, you want to guess? How could it be? Can you answer?]","[Aha! Did you understand?] Yeah. [Okay, let's look to the next one.]",NA,include,parent,Cecilia,incorrect_noresponse
1bd046ed-6ff4-4761-9d5c-57f1160882a3,private,no,m,en,2cBHE2,2,19.006,no_answer,gender,firefighter,55,3,Jiayi,Oh I don't know also.,*no reaction*,NA,include,parent,Cecilia,incorrect_noresponse
1bd046ed-6ff4-4761-9d5c-57f1160882a3,private,no,m,en,2cBHE2,3,32.075,different,viewing,keys,55,4,Jiayi,*child fumbles*,*plays with something* *no reaction*,NA,include,parent,Janie,incorrect_noresponse
1bd046ed-6ff4-4761-9d5c-57f1160882a3,private,no,m,en,2cBHE2,4,30.711,different,viewing,cow,55,5,Jiayi,With his eyeballs. *plays with something*,*unclear audio*,NA,include,parent,Janie,incorrect_response
1bd046ed-6ff4-4761-9d5c-57f1160882a3,private,no,m,en,2cBHE2,5,41.534,different,viewing,bedroom,55,6,Jiayi,Cause he go into the bed the way time. *stutter*,*no reaction*,NA,include,parent,Janie,incorrect_response
1bd046ed-6ff4-4761-9d5c-57f1160882a3,private,no,m,en,2cBHE2,6,35.889,different,container,potato,55,7,Jiayi,Because they can see how many they have. *stutter* [What?] They can see how many they have.,*play with somthing* [*whisper* You should stop that.] *unclear audio*,NA,include,parent,Jiayi,incorrect_response
1bd046ed-6ff4-4761-9d5c-57f1160882a3,private,no,m,en,2cBHE2,7,30.663,different,container,cup,55,8,Jiayi,Because that tissue can just be *stutter* full of water and so it does not spill out of my little tissue. *smile* *looks at the adult*,*no reaction*,NA,include,parent,Jiayi,incorrect_response
1bd046ed-6ff4-4761-9d5c-57f1160882a3,private,no,m,en,2cBHE2,8,23.762,different,container,bucket,55,9,Jiayi,"[Is that a rhino or a hippo? What do you think?] *pause* Oh, yeah! *...* Because he was not spill water on the floor.",*no reaction*,NA,include,parent,Jiayi,incorrect_response
be3bff8b-5a27-4117-b4a7-d19794a5237f,scientific,yes,m,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fa314266-ea84-40e7-aa80-a3df28022ffb,private,no,f,en uk,HPBLCY,0,18.162,no_answer,container,potato,47,1,Cecilia,[you have to decide...]*unclear video* papa...Pink...rabbit. [How?]*no reaction*,*no reaction*,NA,include,parent,Jiayi,incorrect_noresponse
fa314266-ea84-40e7-aa80-a3df28022ffb,private,no,f,en uk,HPBLCY,1,26.178,different,container,cup,47,2,Cecilia,"[How soon, huh? How did the tissue not get wet?] Because she dropped the tissue, because she cried then.",*no reaction* *drink water*,NA,include,parent,Jiayi,incorrect_response
fa314266-ea84-40e7-aa80-a3df28022ffb,private,no,f,en uk,HPBLCY,2,28.752,different,container,bucket,47,3,Cecilia,"[How?]Because, I don't know, because maybe the baby was so hungry and mommy called her babies.",*smile*,NA,include,parent,Jiayi,incorrect_response
fa314266-ea84-40e7-aa80-a3df28022ffb,private,no,f,en uk,HPBLCY,3,22.476,different,gender,teacher,47,4,Cecilia,"[How, how could he have no sisters?] I don't know, mom.",*no reaction*,NA,include,parent,Cecilia,incorrect_noresponse
fa314266-ea84-40e7-aa80-a3df28022ffb,private,no,f,en uk,HPBLCY,4,31.034,different,gender,basketball,47,5,Cecilia,"This is monkey, mom, monkey.[How? Suga, they're asking you. How could it be?] No,Hmm*fussy*[Hmm? How could it be?]Uh, I don't know, mom. [You wanna listen again?] No, no, no, no, no. *clicks next*",[Girls made the points] *no reaction*,NA,include,parent,Cecilia,incorrect_noresponse
fa314266-ea84-40e7-aa80-a3df28022ffb,private,no,f,en uk,HPBLCY,5,16.819,different,gender,firefighter,47,6,Cecilia,"Penguin. Hmmm...[How could this be?Hmm?] I don't know, I don't try.*click next*",*no reaction*,NA,include,parent,Cecilia,incorrect_noresponse
fa314266-ea84-40e7-aa80-a3df28022ffb,private,no,f,en uk,HPBLCY,6,36.606,different,viewing,keys,47,7,Cecilia,"[How can't she see her keys?] I don't know. [No, you could guess.what do you think?]Hmm*fussy* [how did she find her keys?]She found in the car. [Okay]",[the sun was out] hidden,NA,include,parent,Janie,incorrect_response
fa314266-ea84-40e7-aa80-a3df28022ffb,private,no,f,en uk,HPBLCY,7,40.663,no_answer,viewing,cow,47,8,Cecilia,"*murmuring* [how could the driver see the cow?]I don't know.[No, if he was driving, how did he see the cow?]mama...[you tell me, what do you think so]mommy. [Hmmm?what do you think]I don't know mommy. *click next*","[you are driving there with your sun]*fussy*no,no,no[this one, this one, this one. good]",NA,include,parent,Janie,incorrect_noresponse
fa314266-ea84-40e7-aa80-a3df28022ffb,private,no,f,en uk,HPBLCY,8,36.566,different,viewing,bedroom,47,9,Cecilia,"[you can do it]No.*foreign language*[Hit them]Oh, yeah.*shakes head*[How did he get into bed? Suga?before it turned dark, huh?]Maybe she, she's sleeping during the water. [during the what?]yeah, water.[okay]",*distraction* *no reaction*,NA,include,parent,Janie,incorrect_response
96ab17f7-6c6e-4c4e-b9c1-a7a8be7f0850,private,no,m,en so,6JCX4N,0,23.441,different,gender,teacher,86,1,Cecilia,*no response*,*suddenly realize the riddle with mouth open(surprisely)*,NA,skipped trial,child,NA,NA
96ab17f7-6c6e-4c4e-b9c1-a7a8be7f0850,private,no,m,en so,6JCX4N,1,18.464,no_answer,gender,firefighter,86,2,Cecilia,Because he's his sister.,*no reaction*,NA,include,child,Cecilia,target_solution
96ab17f7-6c6e-4c4e-b9c1-a7a8be7f0850,private,no,m,en so,6JCX4N,2,21.704,different,gender,basketball,86,3,Cecilia,"Because there was no boys on the team, but there was girls on the team.",*no reaction*,NA,include,child,Cecilia,target_solution
96ab17f7-6c6e-4c4e-b9c1-a7a8be7f0850,private,no,m,en so,6JCX4N,3,23.095,different,container,potato,86,4,Cecilia,*distraction* Because he has more potatoes.,Uh,NA,include,child,Jiayi,alternative_solution
96ab17f7-6c6e-4c4e-b9c1-a7a8be7f0850,private,no,m,en so,6JCX4N,4,21.674,similar,container,bucket,86,5,Cecilia,Because there is no water in the bucket.,*no reaction*,NA,include,child,Jiayi,target_solution
96ab17f7-6c6e-4c4e-b9c1-a7a8be7f0850,private,no,m,en so,6JCX4N,5,19.333,similar,container,cup,86,6,Cecilia,*no response*,*no reaction*,NA,skipped trial,child,NA,NA
96ab17f7-6c6e-4c4e-b9c1-a7a8be7f0850,private,no,m,en so,6JCX4N,6,28.25,different,viewing,keys,86,7,Cecilia,Because there was still light out.,*suddenly realize the riddle with mouth open(surprisely)*,NA,include,child,Janie,target_solution
96ab17f7-6c6e-4c4e-b9c1-a7a8be7f0850,private,no,m,en so,6JCX4N,7,30.071,no_answer,viewing,bedroom,86,8,Cecilia,I don't know.,did not answer.,NA,include,child,Janie,incorrect_noresponse
96ab17f7-6c6e-4c4e-b9c1-a7a8be7f0850,private,no,m,en so,6JCX4N,8,31.001,different,viewing,cow,86,9,Cecilia,Because it was light out.,exactly the same.,NA,include,child,Janie,target_solution
4031d914-ca91-40ad-b313-2bdeadb628eb,public,yes,f,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91853daf-eae5-4245-845c-96d21fbc2137,private,no,f,en ml,T5GLJc,0,101.193,no_answer,gender,firefighter,66,1,Cecilia,"[Are you ready to answer?] I don't even know what to read. [here, let's play it again] *replays question* I don't even know what to...[You guess?] No? [you can take any guess. We'll hear it one more time?] *nods* That won't work. *replays question* I don't know, Mama. [It's okay, it's okay. Want to hear it one more time?] No, that won't help. [Umm, just want to try?] I don't want to. [Do you want to take a guess?] I don't know, Mama. [Okay, we'll move on to the next, okay?]","[Okay, does that make sense? So the older one is the younger one's brother, but the younger one is not the older one's brother Because she's his sister. See how that works?] *frown* [It's a riddle! Want to play it one more time? You alright?] No! *frown*","For the first three trials, the child is fussy and reluctant to participate.",include,parent,Julio,incorrect_noresponse
91853daf-eae5-4245-845c-96d21fbc2137,private,no,f,en ml,T5GLJc,1,41.33,no_answer,gender,basketball,66,2,Cecilia,*fussy* [Next.*click next*] I don't know,I don't want to play. [You see what the questions are about?],NA,skipped trial,parent,NA,NA
91853daf-eae5-4245-845c-96d21fbc2137,private,no,f,en ml,T5GLJc,2,55.042,no_answer,gender,teacher,66,3,Cecilia,*fussy* [Just like the first question.],[Okay? You got it?] *no reaction*,NA,skipped trial,parent,NA,NA
91853daf-eae5-4245-845c-96d21fbc2137,private,no,f,en ml,T5GLJc,3,51.829,different,container,cup,66,4,Cecilia,"[Ready to click?] *no reaction* [What do you think? Do you have a guess?] Maybe I'll just because that will say ""tea"". [Oh, yeah?]",*no reaction*,NA,include,parent,Jiayi,incorrect_response
91853daf-eae5-4245-845c-96d21fbc2137,private,no,f,en ml,T5GLJc,4,22.428,different,container,bucket,66,5,Cecilia,Maybe it was because it landed on the bottom of the bucket. [Oh yeah?],*no reaction*,NA,include,parent,Jiayi,alternative_solution
91853daf-eae5-4245-845c-96d21fbc2137,private,no,f,en ml,T5GLJc,5,56.399,similar,container,potato,66,6,Cecilia,"Maybe it was because, um, it got, um...[Listen again?] *replays question* Maybe it's because Barney had more potatoes, but you just can't see.","click? [yeah.] No, I can...[No, I got to do this part, is for parents. Okay, do the next part.]",NA,include,parent,Jiayi,alternative_solution
91853daf-eae5-4245-845c-96d21fbc2137,private,no,f,en ml,T5GLJc,6,37.677,different,viewing,keys,66,7,Cecilia,"Maybe it was because she, um, her keys were in the, um, in the light? [Okay.]",*no reaction*,NA,include,parent,Janie,target_solution
91853daf-eae5-4245-845c-96d21fbc2137,private,no,f,en ml,T5GLJc,7,31.332,similar,viewing,cow,66,8,Cecilia,Maybe it was because the sun was still out. [okay],*smile*,NA,include,parent,Janie,target_solution
91853daf-eae5-4245-845c-96d21fbc2137,private,no,f,en ml,T5GLJc,8,30.96,similar,viewing,bedroom,66,9,Cecilia,Maybe it was because it was sunny. [uh-huh],*smile* Which one do I go to? [This one.],NA,include,parent,Janie,target_solution
644f4404-fe5d-4159-afec-0e592ca52925,scientific,yes,m,en he,UAYYcK,0,15.9,no_answer,container,cup,84,1,Cecilia,*no response*,"*distraction* [I was supposed to...You were supposed to answer.] Which one? *distraction*[You were supposed to answer, okay?]*nods* [You didn't actually...]",NA,skipped trial,child,NA,NA
644f4404-fe5d-4159-afec-0e592ca52925,scientific,yes,m,en he,UAYYcK,1,41.823,similar,container,bucket,84,2,Cecilia,"[Did you hear it?] *nods* [Okay, so you have to answer, how could that be?] He, he dropped it, there wasn't water in it. There was something else sticky in it.","[Okay, you said something similar.]",NA,include,parent,Jiayi,target_solution
644f4404-fe5d-4159-afec-0e592ca52925,scientific,yes,m,en he,UAYYcK,2,60.159,similar,container,potato,84,3,Cecilia,"I don't know how it works. [What?] how does it...[I'll replay it.] *replays question* The one with the one bag has more potatoes, and the three bags has each three potatoes.",*no reaction*,NA,include,parent,Jiayi,alternative_solution
644f4404-fe5d-4159-afec-0e592ca52925,scientific,yes,m,en he,UAYYcK,3,50.556,different,viewing,cow,84,4,Cecilia,"The driver had a bunch of lights on its truck that were on all the time, and you're just teeny.",*no reaction*,NA,include,parent,Janie,incorrect_response
644f4404-fe5d-4159-afec-0e592ca52925,scientific,yes,m,en he,UAYYcK,4,37.457,different,viewing,keys,84,5,Cecilia,"There was a teeny, there was lantern fly.",*no reaction*,NA,include,parent,Janie,alternative_solution
644f4404-fe5d-4159-afec-0e592ca52925,scientific,yes,m,en he,UAYYcK,5,29.75,similar,viewing,bedroom,84,6,Cecilia,He turned the light off when he was in the bed.,*whispering* [What?],NA,include,parent,Janie,incorrect_response
644f4404-fe5d-4159-afec-0e592ca52925,scientific,yes,m,en he,UAYYcK,6,34.426,different,gender,teacher,84,7,Cecilia,The artist forgot about her sister.,*no reaction*,NA,include,parent,resolved,alternative_solution
644f4404-fe5d-4159-afec-0e592ca52925,scientific,yes,m,en he,UAYYcK,7,24.193,similar,gender,firefighter,84,8,Cecilia,The younger one is the sister.,*smile*,NA,include,parent,Cecilia,target_solution
644f4404-fe5d-4159-afec-0e592ca52925,scientific,yes,m,en he,UAYYcK,8,31.06,different,gender,basketball,84,9,Cecilia,"The thing that was doing the points, it wasn't working.",*no reaction*,NA,include,parent,Cecilia,incorrect_response
86725a1c-b885-4f80-bc38-4e5be932fc9b,public,yes,m,en,75EAcG,0,22.203,different,container,cup,41,1,Cecilia,Becuase it's spill on the floor! [Because it's spilled on the floor?] yes.,*no reaction*,NA,include,parent,Jiayi,incorrect_response
86725a1c-b885-4f80-bc38-4e5be932fc9b,public,yes,m,en,75EAcG,1,21.77,different,container,bucket,41,2,Cecilia,[I think we're going to do them all and then you'll get your cupcake.] Because it spilled on the floor. [because it spilled on the floor. and you throwed it away?],[Listen.] oh.,NA,include,parent,Jiayi,incorrect_response
86725a1c-b885-4f80-bc38-4e5be932fc9b,public,yes,m,en,75EAcG,2,24.267,different,container,potato,41,3,Cecilia,Because she holds it and she throws it away and throws it in a face. [Because she holds it and throws it away on her face?] Yeah.,"[Oh, no potaoes.]",NA,include,parent,Jiayi,incorrect_response
86725a1c-b885-4f80-bc38-4e5be932fc9b,public,yes,m,en,75EAcG,3,44.394,different,viewing,cow,41,4,Cecilia,Because he bring it in his truck and drive to home. [Because he bring it in his truck and bring it home? ] yeah. [How did he see the cow?] Because he spilled (out pour?),[What was the time I didn't think either...*distraction*],NA,include,parent,Janie,incorrect_response
86725a1c-b885-4f80-bc38-4e5be932fc9b,public,yes,m,en,75EAcG,4,28.849,different,viewing,bedroom,41,5,Cecilia,"So, She sleep and spilled out.","[Oh, it's bright] Umm.",NA,include,parent,Janie,incorrect_response
86725a1c-b885-4f80-bc38-4e5be932fc9b,public,yes,m,en,75EAcG,5,38.175,different,viewing,keys,41,6,Cecilia,She just opened the door and smacked her face. [The door hit her face and how did her eyes see the key?] because it was smacked in her face. [*smile* The key is just smacked her face?],"[Oh, the sun was there. That helps you see.]",NA,include,parent,Janie,incorrect_response
86725a1c-b885-4f80-bc38-4e5be932fc9b,public,yes,m,en,75EAcG,6,27.198,different,gender,teacher,41,7,Cecilia,*unclear audio* because she throw it. [How come she has no sisters?] because the tidies come in.,"[Oh, it's her brother! Two more, we are almost done.]",NA,include,parent,Cecilia,incorrect_response
86725a1c-b885-4f80-bc38-4e5be932fc9b,public,yes,m,en,75EAcG,7,22.296,similar,gender,basketball,41,8,Cecilia,"*distraction* [How come they won but no boys got points?] Because the girls didn't win. [Wow, the girls.]","[Yeah, you thought of that one on your own.]",NA,include,parent,Cecilia,target_solution
86725a1c-b885-4f80-bc38-4e5be932fc9b,public,yes,m,en,75EAcG,8,23.361,different,gender,firefighter,41,9,Cecilia,"Because she just walked to a room and snuck in, and the bear has near there.",Naaay!,NA,include,parent,Cecilia,incorrect_response
7e75e10f-f64f-4660-b27c-c87b0ea11237,None,None,f,en so,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
c79117d2-8ad3-4ac3-ae13-b0f27bceb459,private,yes,f,en,27UZ6R,0,24.864,no_answer,gender,teacher,90,1,Cecilia,*no reaction*,"[Wait, honey, you have to answer the question!]",NA,skipped trial,child,NA,NA
c79117d2-8ad3-4ac3-ae13-b0f27bceb459,private,yes,f,en,27UZ6R,1,57.605,no_answer,gender,firefighter,90,2,Cecilia,"[Okay, listen. you have to answer, do not touch, you have to answer. you can listen to it again if you want, but not press next until you answer] Okay. *fussy* Do you want to play it? [I'm doing. I will do it. It says for parents, okay?] *replyas question* I don't know [you sure? that's it?] yeah, sure.","[it is interesting. All right, next one.]",NA,include,parent,Cecilia,incorrect_noresponse
c79117d2-8ad3-4ac3-ae13-b0f27bceb459,private,yes,f,en,27UZ6R,2,37.737,different,gender,basketball,90,3,Cecilia,"*smile* Koala. [Okay, Listen.] *riddle begins* Because they were in the other team. [Is that your answer?] *nods* if they respond. [Can you repeat it again just so I can hear it?] that they were in a different team. [Okay]","diff..different, why did you, last time you did, did not go [hush. This is the first time. stop arguing, babe. Do you want to go to study or no?] Yes. [Okay, then you listen to the instructions.]",NA,include,parent,Cecilia,incorrect_response
c79117d2-8ad3-4ac3-ae13-b0f27bceb459,private,yes,f,en,27UZ6R,3,42.066,similar,viewing,bedroom,90,4,Cecilia,"It was an hour, almost an hour until it...until the, it's night dark. [Okay]",*smile* I was right! [Goo job!],NA,include,parent,Janie,target_solution
c79117d2-8ad3-4ac3-ae13-b0f27bceb459,private,yes,f,en,27UZ6R,4,42.448,different,viewing,cow,90,5,Cecilia,"The cow had white on it, kind of. [have lights on it?] No, some cows have one spot or smoething like *shrug*. [Okay.]",*smile* It's like there's something else though!,NA,include,parent,Janie,incorrect_response
c79117d2-8ad3-4ac3-ae13-b0f27bceb459,private,yes,f,en,27UZ6R,5,34.651,similar,viewing,keys,90,6,Cecilia,Because it was daytime and it was very light.,*laugh*,NA,include,parent,Janie,target_solution
c79117d2-8ad3-4ac3-ae13-b0f27bceb459,private,yes,f,en,27UZ6R,6,25.814,different,container,potato,90,7,Cecilia,Because he had one and they had more.,*smile*,NA,include,parent,Jiayi,incorrect_response
c79117d2-8ad3-4ac3-ae13-b0f27bceb459,private,yes,f,en,27UZ6R,7,25.719,different,container,bucket,90,8,Cecilia,Because the ground was soft,*laugh* What? What the heck?,NA,include,parent,Jiayi,incorrect_response
c79117d2-8ad3-4ac3-ae13-b0f27bceb459,private,yes,f,en,27UZ6R,8,26.165,different,container,cup,90,9,Cecilia,Because she drink all of it before it dropped.,*confused* But she said water was full of water.,NA,include,parent,Jiayi,incorrect_response
b298794e-3a87-493d-aa0f-3abbf05a60e4,private,no,m,en fr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63c997ef-d3d9-4937-8244-818eae37d8b4,private,no,f,en,S37JWJ,0,52.953,different,gender,basketball,46,1,Cecilia,"[Do you want to hear it one more time?] Yeah. What do I say? [billy's ball team won the game by more than 30 points, but not a single boy scored any points. How can that be?] They didn't make it?",so they're girls in team. [That's right],NA,include,parent,Cecilia,incorrect_response
63c997ef-d3d9-4937-8244-818eae37d8b4,private,no,f,en,S37JWJ,1,23.369,different,gender,teacher,46,2,Cecilia,Maybe because there was no baby?,*no reaction*,NA,include,parent,Cecilia,incorrect_response
63c997ef-d3d9-4937-8244-818eae37d8b4,private,no,f,en,S37JWJ,2,17.924,different,gender,firefighter,46,3,Cecilia,Maybe cause they need a girl more?,*no reaction*,NA,include,parent,Cecilia,alternative_solution
63c997ef-d3d9-4937-8244-818eae37d8b4,private,no,f,en,S37JWJ,3,20.336,different,container,cup,46,4,Cecilia,Maybe cause it was just a little bit left.,*no reaction* [Good job.],NA,include,parent,Jiayi,incorrect_response
63c997ef-d3d9-4937-8244-818eae37d8b4,private,no,f,en,S37JWJ,4,17.985,similar,container,potato,46,5,Cecilia,I don't want it. Because one is dumped.,"*clap hands* Guess right? [haha, nice job.]",NA,include,parent,Jiayi,incorrect_response
63c997ef-d3d9-4937-8244-818eae37d8b4,private,no,f,en,S37JWJ,5,21.755,different,container,bucket,46,6,Cecilia,Maybe because it was a wet basket and he was careful?,Did I get it right? [You did a great job.] Almost done. [Uh-umm],NA,include,parent,Jiayi,incorrect_response
63c997ef-d3d9-4937-8244-818eae37d8b4,private,no,f,en,S37JWJ,6,62.037,different,viewing,keys,46,7,Cecilia,*no reaction* [I'll play that one one more time for you. Okay?] Maybe because there was a *distraction* flashlight somewhere?,*no reaction*,NA,include,parent,Janie,incorrect_response
63c997ef-d3d9-4937-8244-818eae37d8b4,private,no,f,en,S37JWJ,7,26.795,different,viewing,bedroom,46,8,Cecilia,He was a sleepyhead.,*smile* [oh you guess wrong.],NA,include,parent,Janie,incorrect_response
63c997ef-d3d9-4937-8244-818eae37d8b4,private,no,f,en,S37JWJ,8,31.542,different,viewing,cow,46,9,Cecilia,"Because there was a flashlight on there, or the headlight.",*no reaction*,NA,include,parent,Janie,incorrect_response
391542a4-4479-45d2-8f29-21bf6b3e17ad,private,no,m,en,G7T4NQ,0,25.468,no_answer,viewing,bedroom,87,1,Cecilia,I am guessing.,*no reaction*,NA,include,parent,Janie,incorrect_response
391542a4-4479-45d2-8f29-21bf6b3e17ad,private,no,m,en,G7T4NQ,1,66.07,different,viewing,keys,87,2,Cecilia,"[You need to answer the question too, okay? You need to take a poll.] *no reaction* [How did she see her key?] I don't get it. [Well, do you hear what we playing? and then you listen to the question, okay? hold on, what's happended. I am gonna replay so listen.] *replays question* Oh, I get it. [How do you think she saw her key? ] Cause she looked down.","*surprised* [okay, hold on, honey, this is my part.]",NA,include,parent,Janie,incorrect_response
391542a4-4479-45d2-8f29-21bf6b3e17ad,private,no,m,en,G7T4NQ,2,28.644,similar,viewing,cow,87,3,Cecilia,"[Okay, just listen to what they're saying.] Because it's daytime.","[No, I'm doing it. Mokadar, this is for the parent. So I need to do this part. It's for the parent. Okay, this one. ] I'm going to click it this time [okay next]",NA,include,parent,Janie,target_solution
391542a4-4479-45d2-8f29-21bf6b3e17ad,private,no,m,en,G7T4NQ,3,22.024,different,container,bucket,87,4,Cecilia,Because it landed on the right side and not to the sides or upside down.,"What? [Click this one, this one, and then next.]",NA,include,parent,Jiayi,alternative_solution
