child_hashed_id,transcriber_id,video_duration,trial_num,question_set,question_id,riddle_start_time,riddle_stop_time,response_start_time,response_transcript,feedback_start_time,feedback_stop_time,feedback_transcript,trial_exclusion_reason,who_judged_response_similarity_during_feedback?,transcriber_comments,child_gender,age_months,child__language_list,response_category,parentCode
P7L6ST,Julio,10:45,8,gender,basketball,09:21,09:32,09:35,"Um, because the scorer lost with the basketball.",09:43,09:58,Am I right? [I don't know],include,parent,NA,f,68,en so ur,incorrect_response,different
P7L6ST,Julio,10:45,9,gender,firefighter,10:11,10:24,10:25,"Because she didn't eat well, she didn't drink well, she didn't sleep well.",10:33,10:44,Younger sister? Aaah,include,parent,NA,f,68,en so ur,incorrect_response,different
6JCX4N,Cecilia,09:32,2,gender,firefighter,02:07,02:20,02:23,Because he's his sister.,02:25,02:42,*no reaction*,include,child,NA,m,86,en so,target_solution,no_answer
6JCX4N,Cecilia,09:32,3,gender,basketball,02:57,03:08,03:14,"Because there was no boys on the team, but there was girls on the team.",03:18,03:34,*no reaction*,include,child,NA,m,86,en so,target_solution,different
6JCX4N,Cecilia,09:32,4,container,potato,03:47,04:01,04:08,*distraction* Because he has more potatoes.,04:10,04:23,Uh,include,child,NA,m,86,en so,alternative_solution,different
6JCX4N,Cecilia,09:32,5,container,bucket,04:36,04:52,04:56,Because there is no water in the bucket.,04:59,05:25,*no reaction*,include,child,NA,m,86,en so,target_solution,similar
6JCX4N,Cecilia,09:32,7,viewing,keys,06:45,07:09,07:10,Because there was still light out.,07:13,07:25,*suddenly realize the riddle with mouth open(surprisely)*,include,child,NA,m,86,en so,target_solution,different
6JCX4N,Cecilia,09:32,8,viewing,bedroom,07:41,08:05,08:06,I don't know.,08:11,08:30,did not answer.,include,child,NA,m,86,en so,incorrect_noresponse,no_answer
6JCX4N,Cecilia,09:32,9,viewing,cow,08:47,09:13,09:15,Because it was light out.,09:18,09:32,exactly the same.,include,child,NA,m,86,en so,target_solution,different
MZ2PFA,Kacper,10:13,1,container,potato,"00:46, 01:22","01:00, 01:37",01:05,"Hmm, how? Bernie got one very small [Yeah, but can you answer the Bunny's question? Do you want to hear bunny's question again?] *nods* [Yeah, let's hear the bunny question again.]  I think he had more in it, that's why I think it caused it more than *gesturing a big gap, like showing the weight difference* his. [Good job. Well done]",01:55,02:15,Oh! [You said that he had more in his bag didn't you?],include,parent,NA,f,55,en,alternative_solution,similar
MZ2PFA,Kacper,10:13,2,container,bucket,02:31,02:47,02:48,Because there was no water in it.,02:53,03:07,"That's what I said *smile* [That's what you said, yeah!]",include,parent,NA,f,55,en,target_solution,similar
MZ2PFA,Kacper,10:13,3,container,cup,03:21,03:35,03:39,Because the cup was empty.,03:45,04:04,"[Oh, she didn't have cereal, she had nothing in the cup. That was a bit silly]",include,parent,NA,f,55,en,incorrect_response,different
MZ2PFA,Kacper,10:13,4,viewing,keys,04:14,04:39,04:42,Because her keys had a light on.,04:49,05:05,"[Oh! It was still daytime!] Well, that was changing it [Sorry?] *unclear audio* [Maybe it was summer!",include,parent,NA,f,55,en,alternative_solution,different
MZ2PFA,Kacper,10:13,5,viewing,cow,05:20,05:45,05:48,"Because the cow had a light on, or the car had a light on. [You sure?] *nods*",05:57,06:09,*no reaction*,include,parent,NA,f,55,en,incorrect_response,different
MZ2PFA,Kacper,10:13,6,viewing,bedroom,06:22,06:46,06:47,"Because when, has, there was a light on her bed.",06:55,07:08,[Oh!] *unclear audio*,include,parent,NA,f,55,en,alternative_solution,different
MZ2PFA,Kacper,10:13,7,gender,teacher,07:24,07:41,07:44,"Cause he wasn't her sister, but she thought it was her sister.",07:53,08:12,"Yeah, because he is a brother, not a sister.",include,parent,NA,f,55,en,incorrect_response,different
MZ2PFA,Kacper,10:13,8,gender,basketball,08:27,08:39,08:42,"Because there wasn't a ball, but he should still kick. *pause* That's my sentence. [Yeah, did you hear the question? Do you want me to play it again?] No, no.",08:56,09:08,"Oh. Can you see what I've done? [You've done so well, you've done all nine of them.]",include,parent,NA,f,55,en,incorrect_response,different
MZ2PFA,Kacper,10:13,9,gender,firefighter,09:26,09:40,09:42,Cause that wasn't a brother. *unclear audio* [Why it wasn't a brother?] Cause it wasn't. *fussy* Cause it wasn't! [Do you want to listen to it again?] No. [Okay. Because it wasn't a brother.],09:59,10:13,*no reaction*,include,parent,NA,f,55,en,incorrect_response,different
SYHECR,Julio,10:44,1,container,cup,00:45,00:59,01:01,"Maybe it's her... It has a lid on top? Cus the juice went on the floor, and then it went in the tub?",01:22,01:35,*no reaction*,include,parent,NA,f,64,en,incorrect_response,different
SYHECR,Julio,10:44,2,container,potato,01:57,02:11,02:10,"Maybe... he has more energy than he thought, and he was playing hide and seek with his friend?",02:25,02:41,[No. Mommy has to do it] Why?,include,parent,NA,f,64,en,incorrect_response,different
SYHECR,Julio,10:44,3,container,bucket,02:53,03:09,03:09,Maybe it has a harder lid on it?,03:15,03:25,*no reaction*,include,parent,NA,f,64,en,alternative_solution,different
SYHECR,Julio,10:44,5,viewing,bedroom,04:26,04:50,05:00,maybe it's a...[set up please] because he's asleep and he a swing into his bed.,05:31,05:43,*surprised*,include,parent,NA,f,64,en,target_solution,different
SYHECR,Julio,10:44,6,viewing,cow,05:54,06:20,06:21,"Maybe he realized he not turned it on and he turned it on... Maybe, maybe it was daytime? And it still had light.",06:39,06:49,I knew that!,include,parent,NA,f,64,en,incorrect_response,similar
SYHECR,Julio,10:44,7,gender,teacher,"07:00, 07:45, 08:21","07:18, 08:02, 08:38",08:07,"Cus he don't have any sisters? [He has, can you guess?] Ahh, I don't know [Do you want to listen to it again?] yeah. *repeated riddle* Maybe it's a...Woohoo! Maybe it's her younger brother? *repeated riddle* Here it is, here's a butterfly friend and That's first, and that's the brother that's like...*click next*",08:53,09:05,*no reaction*,include,parent,NA,f,64,en,target_solution,similar
SYHECR,Julio,10:44,8,gender,firefighter,09:18,09:31,09:35,It is... It is his baby brother Mr. Bob,09:44,09:55,Yes.,include,parent,NA,f,64,en,incorrect_response,different
SYHECR,Julio,10:44,9,gender,basketball,10:11,10:23,10:22,Maybe it is that he did a big jump and it went a lot of numbers? *unclear audio* and so sixty-nine?,10:34,10:44,*no reaction*,include,parent,NA,f,64,en,incorrect_response,different
RNZ535,Jiayi,10:32,1,container,cup,00:40,00:54,00:57,"[How could that be?] *pause* I don't know. [Give your best guess.] It is, like, out of a cup a little bit and then it didn't get wet. [Okay. So say it to the camera.] It was out of her cup a little bit and then it didn't get wet. [Okay.]",01:27,01:41,Huh. *looks at the adult*,include,parent,NA,f,86,en,incorrect_response,different
RNZ535,Jiayi,10:32,2,container,bucket,01:56,02:12,02:14,Maybe there is something else in the bucket? [Okay.] Maybe there is something else in the bucket. [Okay.],02:22,02:32,*surprised* *looks at the adult* [Okay.],include,parent,NA,f,86,en,target_solution,similar
RNZ535,Jiayi,10:32,3,container,potato,02:44,02:58,03:00,Maybe there was no potatoes in the three bags. [Okay.],03:05,03:17,[You say the same thing.],include,parent,NA,f,86,en,target_solution,similar
RNZ535,Jiayi,10:32,4,gender,basketball,"03:27, 03:49","03:39, 04:01",03:40,"Hmm. Can you tell me the, [What's your best guess?] Hmm, I don't know. [Listen to it again then.] *replays question* I don't know. Probably because the boys didn't get the ball. [Okay. So how do they score the points?] Because the boys didn't touch the ball at all. The boys didn't touch the ball at all. [Okay, but that doesn't]",04:25,04:38,[*smile*]Am I right? [No. You said something different.],include,parent,NA,f,86,en,incorrect_response,different
RNZ535,Jiayi,10:32,5,gender,firefighter,"04:49, 05:08","05:02, 05:21",05:03,Huh. *pause* Maybe there were three? *...* *unclear audio* I already said *unclear audio* I know. [What do you think that] Maybe there were three firefighters.,05:34,05:46,[I think *unclear audio* sister.] *pause* [The boy's sister.] *surprised* *smile* *looks at the adult*[*smile* You gotta think about it. You're forgetting about the girls.],include,parent,NA,f,86,en,incorrect_response,different
RNZ535,Jiayi,10:32,6,gender,teacher,"05:55, 06:21","06:13, 06:39",06:16,"What was her name? *pause* No, no, no, no, no. *looks at the adult* [Listen to it and give your best name to it.] *...* I don't know.",06:45,06:57,"*whisper* You tell me what you think. No, no, no. [*unclear audio*] *unclear audio* [*laugh aloud*] Why did you laugh at? [I can't tell you the answer! You need to have your best guess. Amelia, you are just giving your best guess. It doesn't matter. There's no right or wrong answer. You're just saying what you think. That's it.  There's no right or wrong answer.]",include,parent,NA,f,86,en,incorrect_noresponse,no_answer
RNZ535,Jiayi,10:32,7,viewing,keys,07:19,07:44,07:45,People could see in the dark. *pause* [What is your answer?] Because she could see in the dark.,07:55,08:04,"Uhh? [*smile*] *unclear audio* [Amelia, you have a little, or just little riddles.]",include,parent,NA,f,86,en,incorrect_response,different
RNZ535,Jiayi,10:32,8,viewing,bedroom,08:17,08:41,08:45,Same as the other one. [What?] The same as the other one. [I don't know. What are you trying to say?] The same as the other one. [I don't know what that means.] Because the sun was still up.,09:00,09:14,[Good!],include,parent,NA,f,86,en,target_solution,similar
RNZ535,Jiayi,10:32,9,viewing,cow,09:28,09:53,09:54,"Because he would push to it. *pause* [They said he was at a distance.] Well then what you think? Tell me. [You just tell your best answer. Your best guess!] Why can't you just do it? [Amelia, because I am not the one doing the study. You just give your best guess.]  *pause* [Okay, I'll just say you didn't have an answer then.] Okay.",10:21,10:32,[*smile*],include,parent,NA,f,86,en,incorrect_response,no_answer
LBTYT6,Julio,09:04,2,viewing,bedroom,"01:45, 02:18","02:09, 02:42",02:10,Because it turned dark? [Listen] *replays question* [How did she get to bed before the room turned dark?] Because she was sleepy,02:52,03:06,*no reaction*,include,parent,NA,m,73,en de es,incorrect_response,different
LBTYT6,Julio,09:04,3,viewing,cow,03:19,03:44,03:45,Because he... He could call it was a cow [How could the driver see the cow?] Because he saw a truck on the road.,04:01,04:12,*no reaction*,include,parent,NA,m,73,en de es,incorrect_response,different
LBTYT6,Julio,09:04,4,gender,firefighter,04:23,04:36,04:39,Could be sharing pizza?,04:41,04:52,*no reaction*,include,parent,NA,m,73,en de es,incorrect_response,different
LBTYT6,Julio,09:04,5,gender,basketball,"05:04, 05:18","05:16, 05:29",05:18,It... *replays question* It could... be basketball if he won?,05:37,05:49,*fussy* [You said something different],include,child,NA,m,73,en de es,incorrect_response,different
LBTYT6,Julio,09:04,6,gender,teacher,06:00,06:17,06:17,It could be he has no sisters.,06:20,06:31,*no reaction*,include,child,NA,m,73,en de es,incorrect_noresponse,different
LBTYT6,Julio,09:04,7,container,bucket,"06:42, 07:06","06:58, 07:22",06:58,"It could be not water that was spilled [They already said that. Listen to the question again] *replays question* *fussy* It could be sand, so...",07:29,07:38,*no reaction*,include,child,NA,m,73,en de es,target_solution,different
LBTYT6,Julio,09:04,8,container,potato,07:52,08:06,08:06,It could be he has a bag of potatoes.,08:12,08:22,*no reaction*,include,child,NA,m,73,en de es,incorrect_response,different
LBTYT6,Julio,09:04,9,container,cup,08:36,08:50,08:51,It could be her sippy cup was wet.,08:53,09:04,*no reaction*,include,child,NA,m,73,en de es,incorrect_response,different
2MQ5H5,Julio,14:19,1,viewing,bedroom,00:38,01:02,01:04,"Because he is tired [Okay, Okay. Tell me more. Can you tell us more? How can the boy arrive at the bed before the light turn off?] Because he's tired and he doesn't want to spoil the time when... When it goes dark, and he... And he, and he is... And, and he is just uhm, and he's just tired [Okay, all right, good.]",01:40,02:21,"What's going on with the answer? [Do you understand the answer? So, the light switches on this side of the room, and then the bed is on the other side, okay? The boy turns off the light, and he can still get to the bed when the room is still bright] Um, it's too tricky [It's like it's either he runs, right? It's like he runs to the bed so fast. Or because it's still daytime, you know?] Because it's still daytime [Uhum. Okay, listen]",include,parent,NA,m,51,en yue,incorrect_response,different
2MQ5H5,Julio,14:19,3,viewing,cow,04:00,04:26,04:26,"Because they have a car, and they have a mirror so they can see the cow, and they can stop, and that's why we answer so, and they have eyes!",04:39,04:56,"[Because this time they didn't say it was dark, right? Okay, but you also provide a really good answer. Are you ready for the next one?]",include,parent,NA,m,51,en yue,incorrect_response,different
2MQ5H5,Julio,14:19,5,gender,teacher,"07:13, 07:40","07:30, 07:57",07:32,"[Do you want to listen one more time?] Yes [Okay. That's mommy. No, no, no, they say only parents] *replays question* [Oh, I know] Why? [No. You tell me why. You can guess] Because... He's not a girl and he doesn't have boys [Wait, what do you mean? So he is not... We'll say that again. He is not a girl?] And he doesn't have sisters.",08:21,08:40,"[Uhmm... Because the kindergartener is a boy, right? It's like he is not a girl, so that means is that he the teacher?] Yes [Yes? yes or no.] Yes.",include,parent,NA,m,51,en yue,incorrect_response,similar
2MQ5H5,Julio,14:19,6,gender,firefighter,"08:50, 09:11","09:03, 09:24",09:07,"No [Do you want to listen one more time?] Yes [Okay, pay attention, okay?] *replays question* Because... [Can you sit nicely?] Because... Uhm... [Do you want me to repeat one more time?] No, I don't want you to [Ok] Because the older one needs more pizza, so you chew the pizza, and *unclear audio* [Hm... Can you tell me more? Okay, is that the answer?] Yeah.",10:03,10:17,"[*laughs* Because she was the sister, so that's why she's not the brother - because she's a girl]",include,parent,NA,m,51,en yue,incorrect_response,different
2MQ5H5,Julio,14:19,7,container,potato,10:30,10:44,10:45,"Because the three bag has less potatoes, so the one bag has more potatoes, and maybe it's bigger than the three bag, so that's why it's heavier [Mmm, that's a good answer. Let's see]",11:00,11:12,"[Hm. I think you're pretty similar because you said it has less potato, right?]",include,parent,NA,m,51,en yue,alternative_solution,similar
2MQ5H5,Julio,14:19,8,container,cup,"11:25, 12:33","11:39, 12:47",11:40,"It didn't get wet because... Oh, this is one of the tricky ones [You want to listen to that one more time?] No, not the detail [Could you understand it?] Because the tissue fell in and it was full of... The tissue didn't get wet because there was only one second... And *distraction* [Yeah, yeah, follow up, but focus] The tissue didn't get wet because the whole tissue might have didn't go in there so that's why I think it doesn't get wet [Did they say whether the whole tissues get in or not?] Yeah [Did they say it? Yes or no?] No [Can you listen one more time?] *replays question* You know that? [No, answer] Because the tissue wasn't full of wet, so that's why it didn't get wet [Why it didn't get wet? Can you say it one more time?] Because the tissue didn't, because there was only a little time that it was in there, so it didn't get fully wet [Gotcha. It's too short, right? That's what you mean]",13:11,13:26,"Oh, that's why! [It's like when you're eating a snack when you watch a movie, right?] Oh, that's why...",include,parent,NA,m,51,en yue,incorrect_response,different
2MQ5H5,Julio,14:19,9,container,bucket,13:41,13:56,13:56,"He doesn't; he brought his basket, but it didn't, but it didn't spill because there's no water inside.",14:08,14:19,[This is the same. You have said the same this time],include,parent,NA,m,51,en yue,target_solution,similar
BXXNXY,Julio,08:05,1,viewing,cow,00:40,01:05,01:08,[How could the driver see the cow? How could the driver see the cow?] Because he has *unclear audio* for the cow.,01:18,01:30,*no reaction*,include,parent,NA,f,46,en,incorrect_response,different
BXXNXY,Julio,08:05,2,viewing,bedroom,01:49,02:13,02:20,Because the light s were off.,02:22,02:34,*no reaction*,include,parent,NA,f,46,en,incorrect_response,different
BXXNXY,Julio,08:05,3,viewing,keys,02:47,03:12,03:15,Because it's dark [Because it's dark?],03:17,03:26,*no reaction*,include,parent,NA,f,46,en,incorrect_response,different
BXXNXY,Julio,08:05,4,container,cup,03:37,03:51,03:52,Because it was a small cup.,03:59,04:17,It's like the *unclear audio*,include,parent,NA,f,46,en,incorrect_response,similar
BXXNXY,Julio,08:05,5,container,potato,04:28,04:42,04:44,Because the monkey is much heavier than... [Because the monkey has bananas?] Yeah,04:52,05:03,*no reaction*,include,parent,NA,f,46,en,incorrect_response,different
BXXNXY,Julio,08:05,6,container,bucket,05:13,05:29,05:30,Because the penguin was in the sippy cup.,05:36,05:47,*no reaction*,include,parent,NA,f,46,en,incorrect_response,different
BXXNXY,Julio,08:05,7,gender,firefighter,05:59,06:12,06:14,Because the bear didn't know he was older [Because the bear didn't know he was older],06:21,06:32,*no reaction*,include,parent,NA,f,46,en,incorrect_response,different
BXXNXY,Julio,08:05,8,gender,basketball,06:45,06:57,06:58,Because the deer know that [Because the deer know that? You want to hear it again?] No.,07:07,07:18,*no reaction*,include,parent,NA,f,46,en,incorrect_response,different
BXXNXY,Julio,08:05,9,gender,teacher,07:32,07:50,07:50,Because the hippo didn't know [Because the hippo didn't know that],07:55,08:05,*no reaction*,include,parent,NA,f,46,en,incorrect_response,different
TMUNWB,Janie,08:37,1,viewing,cow,00:41,01:06,01:08,"[How could the driver see the cow?] It couldn't, because it didn't have the lights on. [It saw the cow. It saw the cow, how did the driver see the cow?] It's because he tried very heard.",01:28,01:42,[Ahh.],include,parent,NA,m,58,en,incorrect_response,different
TMUNWB,Janie,08:37,3,viewing,keys,02:48,03:12,03:15,"Because, she could see the keys because it was daytime.",03:20,03:29,"[Good job, you got it right!] I got it right!",include,parent,NA,m,58,en,target_solution,similar
TMUNWB,Janie,08:37,4,gender,firefighter,03:39,03:53,03:58,"Because... [Just take a guess. You don't have to get it right.] Because, B. It said B... It said B. Like the older one. *unclear audio*",04:37,04:47,*no reaction*,include,parent,NA,m,58,en,incorrect_response,different
TMUNWB,Janie,08:37,6,gender,teacher,05:34,05:52,05:53,"It could be like, like he had sisters.",06:01,06:12,[Nice try. We have three more!],include,parent,NA,m,58,en,incorrect_response,different
TMUNWB,Janie,08:37,7,container,potato,06:22,06:37,06:41,It could be like they weigh the same.,06:44,06:55,*no reaction*,include,parent,NA,m,58,en,incorrect_response,different
TMUNWB,Janie,08:37,8,container,cup,07:10,07:24,07:27,"It could be, like, it fell out, but it didn't fell.",07:31,07:43,*no reaction*,include,parent,NA,m,58,en,incorrect_response,different
TMUNWB,Janie,08:37,9,container,bucket,07:57,08:13,08:16,"It could be like that because it, it didn't go all the way out.",08:27,08:38,*no reaction*,include,parent,NA,m,58,en,incorrect_response,different
cS2CZd,Janie,08:38,1,container,potato,00:43,00:57,01:00,Maybe her bag is bigger and that was just tricking us?,01:04,01:34,*no reaction*,include,parent,NA,m,89,en he,incorrect_response,different
cS2CZd,Janie,08:38,2,container,bucket,01:50,02:05,02:06,Because it was paper? [Hm-mm.],02:12,02:24,Ah!,include,parent,NA,m,89,en he,incorrect_response,different
cS2CZd,Janie,08:38,3,container,cup,02:36,02:50,02:50,"Cause there was no, 'cause there was nothing in there.",02:55,03:08,*no reaction*,include,parent,NA,m,89,en he,incorrect_response,similar
cS2CZd,Janie,08:38,4,gender,basketball,03:19,03:31,03:24,Because *pause* because there was no ball. They used their teams,03:36,03:49,Ughh.,include,parent,*unclear audio*,m,89,en he,incorrect_response,different
cS2CZd,Janie,08:38,5,gender,teacher,"04:01, 04:37","04:19, 04:54",04:29,"I'm trying to think of a way to know. I don't need to think of a way to know. *unclear audio* *replays* Because the picture looks like, because it's a picture. It's a painting that looks like her sister, but it's not actually.",05:05,05:20,*no reaction*,include,parent,NA,m,89,en he,incorrect_response,different
cS2CZd,Janie,08:38,6,gender,firefighter,05:29,05:43,05:43,Cause they are in the tunnels?,05:45,05:57,Oh.,include,parent,NA,m,89,en he,incorrect_response,different
cS2CZd,Janie,08:38,7,viewing,cow,06:07,06:32,06:36,"Because that was um, it wasn't actually a cow. It was people wearing headlights.",06:45,06:56,*no reaction*,include,parent,NA,m,89,en he,incorrect_response,different
cS2CZd,Janie,08:38,8,viewing,keys,07:08,07:33,07:33,Because it was daytime.,07:35,07:44,I was right! [Good job.],include,parent,NA,m,89,en he,target_solution,similar
cS2CZd,Janie,08:38,9,viewing,bedroom,07:58,08:22,08:23,Beacause the parent lifted it off.,08:25,08:38,*no reaction*,include,parent,NA,m,89,en he,incorrect_response,different
ZVdT52,Julio,16:02,1,gender,teacher,"00:37, 01:13","00:55, 01:31",00:56,"[How could it be?] I don't know [Do you want to hear it again] No [Can you guess? How could it be?] No [Say something. *pause* We'll play it again.] *replays question* [How could it be?] A brother [A brother. And what else? Can you tell me more about it?] Mommy and brother and, and sister and daddy, and soso, and a baby [Okay.] *unclear audio* [So how could it be?] Hmm... Maybe will try, will try somebody else. [Okay.]",02:51,03:06,*no reaction*,include,parent,The child repeatedly says illogical phrases throughout the entire study.,f,49,en so ur,incorrect_response,no_answer
ZVdT52,Julio,16:02,2,gender,firefighter,"03:21, 03:42","03:34, 03:55",03:38,"I don't know [Do you wanna listen to it one more time?] *nods* *replays question* [How could it be?] A sister rabbit? [Just what?] Sister rabbit? [Its just a rabbit? The brother?] *unclear audio* and a baby, and the momma *unclear audio* and a sister, she hold it *unclear audio*",04:39,04:57,*no reaction*,include,parent,NA,f,49,en so ur,incorrect_response,different
ZVdT52,Julio,16:02,3,gender,basketball,"05:11, 05:30","05:22, 05:42",05:25,I don't know [Want to hear one more time?] Yeah. [Okay.] *replays question* A baby [A baby what?] A baby. Baby sister [Baby sister. And then what? Can you tell me more about it?] No.,06:08,06:19,*no reaction*,include,parent,NA,f,49,en so ur,incorrect_response,different
ZVdT52,Julio,16:02,4,container,cup,"06:29, 07:06, 07:49","06:43, 07:20, 08:03",07:26,"*unclear audio* [What?] *unclear audio* [A cat?] A cat and a doggie. And a baby [Listen one more time] *shakes head* [The tissue did not get wet. how could it be?] I don't want to do it again. [Listen one more time.] *replays question* [The T-shirt did not get wet. How could that be?] I don't want to do it again. [Okay, don't do it again. So how could it be?] The cat, the doggie and the baby. [The cat, the doggie and the baby?] Hmm. [What did they do?] Baby *unclear audio* and water to get her sister wet! [Okay.]",08:36,08:48,*no reaction*,include,parent,NA,f,49,en so ur,incorrect_response,different
ZVdT52,Julio,16:02,5,container,bucket,"08:59, 09:29","09:14, 09:45",09:20,"[Say something] I don't know [Did you hear the question?] *shakes head* [Then you need to hear the question] *replays question* Hmm... Cat? [Not a single drop of water was spilled. How could that be?] A cat. The cat spilled the water. The cat water, and then she didn't have the water, she had a wunch [Okay]",10:19,10:33,*no reaction*,include,parent,NA,f,49,en so ur,incorrect_response,different
ZVdT52,Julio,16:02,6,container,potato,10:42,10:57,11:10,A mister turtle [What? Mister turtle?] *nods*,11:20,11:31,*no reaction*,include,parent,NA,f,49,en so ur,incorrect_response,different
ZVdT52,Julio,16:02,7,viewing,bedroom,11:42,12:06,12:21,"With the white turn on? Then turned dark because not working, because is booging. [Okay.] Because that means...",12:34,12:46,*no reaction*,include,parent,NA,f,49,en so ur,incorrect_response,different
ZVdT52,Julio,16:02,8,viewing,keys,12:58,13:23,13:26,When is dark [How could she see her key?] With a phone light? [Okay.],13:34,13:42,*no reaction*,include,parent,NA,f,49,en so ur,incorrect_response,different
ZVdT52,Julio,16:02,9,viewing,cow,"13:56, 14:37","14:21, 15:02",14:29,"I don't know [Can you guess? This is the last question. Can you guess?] No [Do you want to hear it one more time?] Nah. *replays question* [How could the driver see the cow?] A baby. [A baby what?] A baby sister. [A baby sister what?] A baby bear is a sister. [And what? Can you tell me more about it?] And mama was holding it. [And mama was holding it?] Hmm. [Okay.] With papa. [With papa, okay?] *unclear audio*",15:52,16:02,*no reaction*,include,parent,NA,f,49,en so ur,incorrect_response,different
4GQU2Q,Kacper,09:45,1,container,potato,00:41,00:55,00:59,"I have no answer. [Hmm?] I haveve no answer. [Can you talk a little louder? I just can't- can't hear you.] I've no answer. [You've no answer? Can you guess?] No. [Okay. You're not sure?] No, I'm not sure. [Okay. Can you tell me why?] It's cause I don't know.",01:19,01:30,*no reaction*,include,parent,NA,f,46,en es,incorrect_noresponse,no_answer
4GQU2Q,Kacper,09:45,2,container,cup,"01:46, 02:23","02:00, 02:37",02:03,"I have an answer. [What's your answer?] Uhm.. *pause* that's great. [Huh?] That's great. [*laughs* Ok. Do you know how could that be?] Yeah. [Do you wanna hear it again?] Yeah. *replays question* [Any ideas?] Yeah. [What?] How did it not get wet. [Right, that's the question. That's what the tiger's asking you. How did it not get wet? Do you know?] Cause it was full. [Okay.]",03:07,03:20,*no reaction*,include,parent,NA,f,46,en es,incorrect_response,different
4GQU2Q,Kacper,09:45,3,container,bucket,03:35,03:50,03:55,Not soaking wet! [*laughs* Do you want me to hear it again?] No. [No? Is that your answer?] *unclear audio* [You want to hear it again or that's your answer?] That's my answer. [Okay.],04:16,04:26,[Piggie],include,parent,NA,f,46,en es,incorrect_response,different
4GQU2Q,Kacper,09:45,4,viewing,keys,04:36,05:01,05:07,Cause they all fight. [Okay.],05:11,05:28,[I mean...] What? What mom? What? [I'm just trying- I guess it was similar],include,parent,NA,f,46,en es,incorrect_response,similar
4GQU2Q,Kacper,09:45,5,viewing,cow,05:39,06:05,06:08,I don't know [Any guesses?] The guess is I don't know [*laughs*],06:15,06:25,*no reaction*,include,parent,NA,f,46,en es,incorrect_noresponse,no_answer
4GQU2Q,Kacper,09:45,6,viewing,bedroom,06:36,07:00,07:06,"Cause he leaves the light off, then someone came and turned it up. [Hmm.]",07:12,07:25,*no reaction*,include,parent,NA,f,46,en es,incorrect_response,different
4GQU2Q,Kacper,09:45,7,gender,firefighter,07:36,07:49,07:55,"Hmm.. Smart [Huh?] Smart. Well, like see it's question. [Okay.]",08:06,08:16,A deer.,include,parent,NA,f,46,en es,incorrect_noresponse,different
4GQU2Q,Kacper,09:45,8,gender,teacher,08:31,08:48,08:52,"Really sad. [Say it one more time, a little louder.] Really sad. [Hmm...]",08:58,09:07,*no reaction*,include,parent,NA,f,46,en es,incorrect_noresponse,different
AL6SJ6,Janie,09:06,2,container,bucket,01:40,01:55,01:58,"[No, how could that be? You have to answer the question.] Because it's in the washer?",02:14,02:23,*no reaction*,include,parent,NA,m,71,en,incorrect_response,different
AL6SJ6,Janie,09:06,3,container,cup,02:33,02:47,02:48,"I guess, because they don't have any water.",02:52,03:04,*fist bump*,include,parent,NA,m,71,en,incorrect_response,similar
AL6SJ6,Janie,09:06,4,viewing,cow,03:14,03:39,03:41,"Because he's in car, because he can see a cow. [How come he can see the cow?] Because he is in the car.",03:58,04:10,Am I right?,include,parent,NA,m,71,en,incorrect_response,different
AL6SJ6,Janie,09:06,5,viewing,keys,04:20,04:44,04:45,"With light on. [What light?] A flashlight. [She said there wasn't anything to shine.] Oh, because... sun is out.",05:04,05:11,*no reaction*,include,parent,NA,m,71,en,target_solution,different
AL6SJ6,Janie,09:06,6,viewing,bedroom,"05:21, 05:53","05:45, 06:17",05:46,"Cause this light is on. [Let's replay it, listen.] Because he got feet? [What?] Because he got feet?",06:26,06:38,"Oh, alright, I was...",include,parent,different notions of how to move/navigate (not purely sight),m,71,en,incorrect_response,different
AL6SJ6,Janie,09:06,7,gender,firefighter,06:48,07:01,07:02,Because he's a bear.,07:07,07:18,*no reaction*,include,parent,NA,m,71,en,incorrect_response,different
AL6SJ6,Janie,09:06,8,gender,teacher,07:32,07:49,07:51,Because he's at school.,07:57,08:06,*no reaction*,include,parent,NA,m,71,en,incorrect_response,different
AL6SJ6,Janie,09:06,9,gender,basketball,"08:19, 08:38","08:31, 08:50",08:31,Because he's not good at it. [Listen again.] Because he was a dike? *unclear*,08:54,09:07,*no reaction*,include,parent,NA,m,71,en,incorrect_response,different
TJP76W,Julio,09:24,1,viewing,bedroom,00:38,01:02,01:32,Cause he didn't really turn the light off when it went out,01:36,01:59,"Ow! Mom, I don't know what is this.",include,parent,NA,m,84,en,incorrect_response,different
TJP76W,Julio,09:24,3,viewing,keys,03:10,03:34,03:30,"Cause he had a really good vision, or he stepped on them.",03:40,03:53,*foreign language*,include,parent,NA,m,84,en,incorrect_response,different
TJP76W,Julio,09:24,4,container,cup,04:08,04:22,04:42,Cause it was un-wet water.,04:46,05:00,Ow!,include,parent,NA,m,84,en,incorrect_response,different
TJP76W,Julio,09:24,6,container,potato,06:06,06:20,06:21,Cause more potatoes in his bag than Tommy's three bags.,06:28,06:39,*no reaction*,include,parent,NA,m,84,en,alternative_solution,similar
TJP76W,Julio,09:24,7,gender,firefighter,"06:51, 07:16","07:04, 07:30",07:06,"All firefighters lied up [Hold on. Let me replay that] *replays question* Uhm, because they are not in the same family.",07:37,07:50,*no reaction*,include,parent,NA,m,84,en,incorrect_response,different
